"VRSTA IZOBRAŽEVANJA","LETNIK","STAROST","2009/10 Spol - SKUPAJ","2009/10 Moški","2009/10 Ženske","2010/11 Spol - SKUPAJ","2010/11 Moški","2010/11 Ženske","2011/12 Spol - SKUPAJ","2011/12 Moški","2011/12 Ženske","2012/13 Spol - SKUPAJ","2012/13 Moški","2012/13 Ženske","2013/14 Spol - SKUPAJ","2013/14 Moški","2013/14 Ženske","2014/15 Spol - SKUPAJ","2014/15 Moški","2014/15 Ženske","2015/16 Spol - SKUPAJ","2015/16 Moški","2015/16 Ženske","2016/17 Spol - SKUPAJ","2016/17 Moški","2016/17 Ženske","2017/18 Spol - SKUPAJ","2017/18 Moški","2017/18 Ženske","2018/19 Spol - SKUPAJ","2018/19 Moški","2018/19 Ženske","2019/20 Spol - SKUPAJ","2019/20 Moški","2019/20 Ženske","2020/21 Spol - SKUPAJ","2020/21 Moški","2020/21 Ženske"
"Srednje poklicno","Vsi letniki - SKUPAJ","18 let",1650,1166,484,1419,974,445,1370,950,420,1355,946,409,1378,942,436,1515,1016,499,1376,924,452,1382,941,441,1388,944,444,1372,958,414,1452,1000,452,1438,966,472
"Srednje poklicno","Vsi letniki - SKUPAJ","19 let",685,468,217,607,404,203,568,370,198,545,349,196,599,391,208,627,401,226,633,391,242,613,389,224,534,336,198,522,343,179,560,360,200,532,334,198
"Srednje poklicno","Vsi letniki - SKUPAJ","20 let",308,197,111,307,194,113,267,168,99,245,162,83,215,126,89,192,119,73,222,137,85,242,140,102,215,134,81,187,103,84,168,104,64,218,126,92
"Srednje poklicno","Vsi letniki - SKUPAJ","21 let in veè",177,116,61,183,116,67,145,87,58,157,99,58,163,96,67,155,91,64,138,78,60,200,119,81,175,94,81,143,58,85,120,48,72,86,41,45
"Srednje poklicno","1. letnik","Starost - Skupaj",4348,3055,1293,4428,3113,1315,4397,3096,1301,4370,3043,1327,4386,3067,1319,4381,3122,1259,4559,3155,1404,4669,3272,1397,4669,3296,1373,4499,3145,1354,4575,3185,1390,4319,3044,1275
"Srednje poklicno","1. letnik","13 let ali manj",1,-,1,4,3,1,1,1,-,2,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","1. letnik","14 let",106,68,38,72,42,30,45,33,12,20,14,6,4,3,1,9,5,4,13,11,2,8,6,2,7,3,4,7,5,2,6,5,1,7,4,3
"Srednje poklicno","1. letnik","15 let",2306,1605,701,2545,1792,753,2504,1776,728,2436,1674,762,2566,1786,780,2586,1820,766,2718,1906,812,2766,1929,837,2670,1901,769,2619,1870,749,2677,1908,769,2549,1816,733
"Srednje poklicno","1. letnik","16 let",925,682,243,912,643,269,946,652,294,981,697,284,889,638,251,886,666,220,951,661,290,981,722,259,1047,761,286,1011,721,290,1075,766,309,986,718,268
"Srednje poklicno","1. letnik","17 let",429,297,132,413,287,126,494,353,141,524,379,145,521,362,159,473,338,135,500,338,162,435,298,137,506,348,158,481,319,162,473,310,163,429,304,125
"Srednje poklicno","1. letnik","18 let",324,230,94,265,187,78,224,154,70,238,165,73,228,159,69,248,173,75,220,142,78,252,165,87,233,154,79,252,163,89,214,130,84,210,131,79
"Srednje poklicno","1. letnik","19 let",156,107,49,118,84,34,110,78,32,95,63,32,92,64,28,98,66,32,88,54,34,112,76,36,105,64,41,69,42,27,87,49,38,80,44,36
"Srednje poklicno","1. letnik","20 let",54,34,20,63,43,20,48,32,16,35,27,8,34,23,11,30,20,10,32,25,7,53,32,21,40,27,13,30,17,13,26,13,13,42,24,18
"Srednje poklicno","1. letnik","21 let in veè",47,32,15,36,32,4,25,17,8,39,23,16,51,31,20,51,34,17,37,18,19,62,44,18,61,38,23,30,8,22,17,4,13,16,3,13
"Srednje poklicno","2. letnik","Starost - Skupaj",3934,2723,1211,3813,2658,1155,3827,2659,1168,3780,2628,1152,3852,2613,1239,3889,2635,1254,3942,2737,1205,3954,2736,1218,3984,2782,1202,4030,2829,1201,3896,2699,1197,3997,2776,1221
"Srednje poklicno","2. letnik","13 let ali manj",-,-,-,2,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","2. letnik","14 let",1,-,1,-,-,-,1,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","2. letnik","15 let",100,60,40,99,71,28,79,41,38,138,27,111,18,12,6,3,1,2,9,5,4,10,7,3,9,7,2,5,3,2,4,3,1,5,4,1
"Srednje poklicno","2. letnik","16 let",2311,1640,671,2273,1614,659,2313,1623,690,2219,1628,591,2248,1559,689,2345,1621,724,2391,1684,707,2469,1726,743,2510,1761,749,2488,1765,723,2396,1704,692,2503,1762,741
"Srednje poklicno","2. letnik","17 let",878,600,278,813,566,247,799,565,234,801,554,247,913,616,297,843,585,258,853,612,241,887,629,258,886,641,245,961,695,266,918,634,284,943,668,275
"Srednje poklicno","2. letnik","18 let",353,242,111,337,222,115,386,263,123,380,262,118,431,290,141,454,292,162,424,277,147,360,244,116,356,243,113,361,249,112,366,238,128,376,244,132
"Srednje poklicno","2. letnik","19 let",179,118,61,182,119,63,158,107,51,136,86,50,154,89,65,157,84,73,170,101,69,143,87,56,129,75,54,123,77,46,156,93,63,122,74,48
"Srednje poklicno","2. letnik","20 let",77,43,34,69,41,28,56,35,21,62,40,22,49,22,27,48,28,20,61,38,23,46,25,21,54,34,20,47,23,24,31,18,13,37,19,18
"Srednje poklicno","2. letnik","21 let in veè",35,20,15,38,23,15,35,24,11,42,31,11,39,25,14,39,24,15,34,20,14,39,18,21,40,21,19,45,17,28,25,9,16,11,5,6
"Srednje poklicno","3. letnik","Starost - Skupaj",4065,2877,1188,3642,2523,1119,3511,2426,1085,3514,2427,1087,3424,2381,1043,3472,2357,1115,3479,2360,1119,3643,2484,1159,3610,2479,1131,3640,2536,1104,3702,2597,1105,3676,2551,1125
"Srednje poklicno","3. letnik","13 let ali manj",-,-,-,5,5,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","3. letnik","14 let",1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","3. letnik","15 let",10,10,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","3. letnik","16 let",128,80,48,104,68,36,106,81,25,63,36,27,28,17,11,12,8,4,3,1,2,7,4,3,7,4,3,9,7,2,5,3,2,3,2,1
"Srednje poklicno","3. letnik","17 let",2345,1676,669,2142,1520,622,2112,1487,625,2192,1543,649,2139,1520,619,2117,1454,663,2189,1516,673,2283,1592,691,2335,1640,695,2386,1673,713,2339,1653,686,2315,1644,671
"Srednje poklicno","3. letnik","18 let",970,691,279,814,562,252,760,533,227,734,516,218,716,490,226,805,547,258,731,504,227,763,528,235,788,540,248,754,542,212,863,623,240,844,585,259
"Srednje poklicno","3. letnik","19 let",344,240,104,303,200,103,295,184,111,305,194,111,345,235,110,366,247,119,366,229,137,355,224,131,294,192,102,321,220,101,313,215,98,325,211,114
"Srednje poklicno","3. letnik","20 let",176,119,57,171,109,62,160,98,62,143,92,51,129,80,49,113,71,42,125,71,54,142,82,60,118,71,47,107,62,45,106,69,37,136,81,55
"Srednje poklicno","3. letnik","21 let in veè",91,60,31,103,59,44,78,43,35,74,44,30,67,39,28,59,30,29,65,39,26,93,54,39,68,32,36,63,32,31,76,34,42,53,28,25
"Srednje poklicno","4. letnik","Starost - Skupaj",14,11,3,17,7,10,15,7,8,20,13,7,21,8,13,21,11,10,16,12,4,17,10,7,26,17,9,22,10,12,20,17,3,23,19,4
"Srednje poklicno","4. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","4. letnik","14 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","4. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","4. letnik","16 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","4. letnik","17 let",-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
"Srednje poklicno","4. letnik","18 let",3,3,-,3,3,-,-,-,-,3,3,-,3,3,-,8,4,4,1,1,-,7,4,3,11,7,4,5,4,1,9,9,-,8,6,2
"Srednje poklicno","4. letnik","19 let",6,3,3,4,1,3,5,1,4,9,6,3,8,3,5,6,4,2,9,7,2,3,2,1,6,5,1,9,4,5,4,3,1,5,5,-
"Srednje poklicno","4. letnik","20 let",1,1,-,4,1,3,3,3,-,5,3,2,3,1,2,1,-,1,4,3,1,1,1,-,3,2,1,3,1,2,5,4,1,3,2,1
"Srednje poklicno","4. letnik","21 let in veè",4,4,-,6,2,4,7,3,4,2,1,1,6,1,5,6,3,3,2,1,1,6,3,3,6,3,3,5,1,4,2,1,1,6,5,1
"Srednje poklicno","5. letnik","Starost - Skupaj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","14 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","16 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","17 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","18 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","19 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","20 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje poklicno","5. letnik","21 let in veè",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","Starost - Skupaj",36561,19962,16599,35983,19769,16214,35241,19245,15996,34687,18926,15761,34670,18928,15742,34451,18678,15773,34573,18694,15879,34369,18573,15796,34408,18493,15915,34281,18454,15827,34199,18429,15770,34818,18871,15947
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","13 let ali manj",3,1,2,4,2,2,1,-,1,5,4,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","14 let",409,187,222,305,155,150,151,59,92,31,13,18,15,9,6,21,13,8,23,5,18,24,12,12,12,8,4,25,6,19,19,4,15,16,4,12
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","15 let",7352,3880,3472,7239,3913,3326,7505,4077,3428,7004,3683,3321,7305,3918,3387,7068,3792,3276,7520,3946,3574,7022,3699,3323,7183,3756,3427,6900,3607,3293,7161,3695,3466,7298,3854,3444
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","16 let",7572,4025,3547,7497,3954,3543,7246,3764,3482,7563,3959,3604,7385,3854,3531,7540,3969,3571,7299,3847,3452,7741,4000,3741,7506,3935,3571,7515,3901,3614,7305,3772,3533,7658,3925,3733
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","17 let",7362,3911,3451,7653,4003,3650,7397,3897,3500,7364,3885,3479,7432,3881,3551,7345,3767,3578,7457,3904,3553,7186,3762,3424,7703,3952,3751,7455,3885,3570,7391,3828,3563,7252,3722,3530
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","18 let",8424,4776,3648,8289,4715,3574,8520,4711,3809,8476,4793,3683,8272,4635,3637,8399,4683,3716,8389,4624,3765,8575,4743,3832,8376,4630,3746,8862,4832,4030,8677,4832,3845,8753,4860,3893
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","19 let",3614,2139,1475,3209,2033,1176,2922,1838,1084,2703,1741,962,2887,1857,1030,2768,1743,1025,2646,1680,966,2623,1668,955,2566,1615,951,2503,1642,861,2636,1710,926,2858,1891,967
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","20 let",1052,641,411,1013,575,438,902,557,345,860,498,362,756,471,285,703,434,269,739,440,299,740,451,289,644,387,257,657,389,268,631,389,242,659,433,226
"Srednje tehniško in drugo strokovno","Vsi letniki - SKUPAJ","21 let in veè",773,402,371,774,419,355,597,342,255,681,350,331,617,302,315,607,277,330,500,248,252,458,238,220,418,210,208,364,192,172,379,199,180,324,182,142
"Srednje tehniško in drugo strokovno","1. letnik","Starost - Skupaj",8405,4507,3898,8249,4442,3807,8250,4348,3902,8059,4276,3783,8332,4478,3854,8091,4329,3762,8476,4457,4019,8049,4271,3778,8308,4370,3938,8003,4185,3818,8283,4326,3957,8313,4413,3900
"Srednje tehniško in drugo strokovno","1. letnik","13 let ali manj",3,1,2,-,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","1. letnik","14 let",395,181,214,303,155,148,148,56,92,30,13,17,15,9,6,21,13,8,23,5,18,24,12,12,12,8,4,25,6,19,19,4,15,16,4,12
"Srednje tehniško in drugo strokovno","1. letnik","15 let",6898,3704,3194,6886,3750,3136,7025,3736,3289,6863,3629,3234,7273,3907,3366,7052,3782,3270,7498,3933,3565,7001,3692,3309,7161,3746,3415,6890,3600,3290,7135,3689,3446,7281,3852,3429
"Srednje tehniško in drugo strokovno","1. letnik","16 let",785,413,372,802,403,399,861,452,409,865,458,407,805,439,366,788,435,353,735,396,339,818,452,366,912,509,403,878,459,419,953,547,406,842,459,383
"Srednje tehniško in drugo strokovno","1. letnik","17 let",213,152,61,135,71,64,123,60,63,152,83,69,129,72,57,124,62,62,123,71,52,116,72,44,141,73,68,142,87,55,128,63,65,125,75,50
"Srednje tehniško in drugo strokovno","1. letnik","18 let",58,29,29,45,20,25,53,18,35,84,59,25,52,20,32,45,13,32,46,26,20,43,22,21,39,18,21,39,21,18,32,18,14,35,18,17
"Srednje tehniško in drugo strokovno","1. letnik","19 let",20,11,9,29,15,14,21,15,6,22,8,14,21,9,12,25,10,15,17,8,9,16,8,8,18,6,12,13,6,7,6,2,4,8,2,6
"Srednje tehniško in drugo strokovno","1. letnik","20 let",15,7,8,23,12,11,8,5,3,11,6,5,9,4,5,9,3,6,9,5,4,11,4,7,8,3,5,6,3,3,2,1,1,5,3,2
"Srednje tehniško in drugo strokovno","1. letnik","21 let in veè",18,9,9,26,16,10,10,6,4,31,19,12,28,18,10,27,11,16,25,13,12,20,9,11,17,7,10,10,3,7,8,2,6,1,-,1
"Srednje tehniško in drugo strokovno","2. letnik","Starost - Skupaj",7910,4182,3728,7868,4171,3697,7706,4114,3592,7742,4055,3687,7630,3968,3662,7878,4143,3735,7667,4049,3618,7979,4131,3848,7719,4030,3689,7826,4085,3741,7435,3810,3625,7847,4036,3811
"Srednje tehniško in drugo strokovno","2. letnik","13 let ali manj",-,-,-,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","2. letnik","14 let",10,4,6,2,-,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","2. letnik","15 let",448,173,275,331,145,186,479,341,138,141,54,87,32,11,21,16,10,6,22,13,9,21,7,14,22,10,12,10,7,3,26,6,20,17,2,15
"Srednje tehniško in drugo strokovno","2. letnik","16 let",6362,3423,2939,6174,3288,2886,6048,3159,2889,6416,3358,3058,6413,3341,3072,6721,3524,3197,6548,3441,3107,6904,3538,3366,6574,3420,3154,6618,3434,3184,6339,3215,3124,6790,3459,3331
"Srednje tehniško in drugo strokovno","2. letnik","17 let",886,461,425,1044,530,514,943,490,453,981,534,447,956,502,454,923,485,438,881,490,391,853,476,377,939,521,418,1013,567,446,917,509,408,918,516,402
"Srednje tehniško in drugo strokovno","2. letnik","18 let",145,89,56,254,178,76,147,83,64,148,79,69,176,88,88,157,90,67,145,71,74,136,77,59,124,51,73,131,58,73,120,69,51,100,47,53
"Srednje tehniško in drugo strokovno","2. letnik","19 let",35,22,13,49,24,25,48,18,30,36,18,18,31,14,17,41,22,19,50,22,28,36,17,19,38,20,18,34,12,22,29,10,19,16,9,7
"Srednje tehniško in drugo strokovno","2. letnik","20 let",14,5,9,8,4,4,20,9,11,11,5,6,12,6,6,9,6,3,14,8,6,18,7,11,9,2,7,13,4,9,2,-,2,1,1,-
"Srednje tehniško in drugo strokovno","2. letnik","21 let in veè",10,5,5,5,2,3,18,11,7,8,6,2,10,6,4,11,6,5,7,4,3,11,9,2,13,6,7,7,3,4,2,1,1,5,2,3
"Srednje tehniško in drugo strokovno","3. letnik","Starost - Skupaj",7354,3881,3473,7543,3925,3618,7478,3945,3533,7440,3933,3507,7423,3880,3543,7382,3804,3578,7617,3982,3635,7320,3815,3505,7650,3925,3725,7386,3838,3548,7533,3919,3614,7271,3718,3553
"Srednje tehniško in drugo strokovno","3. letnik","13 let ali manj",-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","3. letnik","14 let",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","3. letnik","15 let",6,3,3,22,18,4,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","3. letnik","16 let",423,188,235,517,261,256,337,153,184,280,143,137,167,74,93,31,10,21,16,10,6,19,10,9,20,6,14,19,8,11,13,10,3,26,7,19
"Srednje tehniško in drugo strokovno","3. letnik","17 let",5766,3051,2715,5834,3062,2772,5871,3125,2746,5862,3094,2768,6039,3146,2893,6139,3157,2982,6411,3322,3089,6200,3202,2998,6600,3345,3255,6268,3217,3051,6320,3242,3078,6196,3122,3074
"Srednje tehniško in drugo strokovno","3. letnik","18 let",971,528,443,968,467,501,1058,551,507,1058,580,478,982,533,449,996,530,466,964,531,433,885,500,385,859,489,370,941,538,403,1030,587,443,901,506,395
"Srednje tehniško in drugo strokovno","3. letnik","19 let",143,89,54,157,96,61,158,87,71,153,84,69,166,94,72,151,81,70,148,86,62,142,73,69,124,64,60,119,57,62,132,65,67,118,70,48
"Srednje tehniško in drugo strokovno","3. letnik","20 let",35,16,19,31,17,14,42,22,20,45,13,32,44,23,21,32,16,16,47,23,24,48,19,29,28,15,13,32,15,17,29,11,18,24,11,13
"Srednje tehniško in drugo strokovno","3. letnik","21 let in veè",9,5,4,13,4,9,11,7,4,42,19,23,25,10,15,33,10,23,31,10,21,26,11,15,19,6,13,7,3,4,9,4,5,6,2,4
"Srednje tehniško in drugo strokovno","4. letnik","Starost - Skupaj",10107,5805,4302,9804,5671,4133,9550,5394,4156,9406,5378,4028,9376,5378,3998,9216,5225,3991,9111,5108,4003,9400,5282,4118,9102,5104,3998,9397,5194,4203,9248,5198,4050,9642,5472,4170
"Srednje tehniško in drugo strokovno","4. letnik","13 let ali manj",-,-,-,2,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","4. letnik","14 let",3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","4. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","4. letnik","16 let",2,1,1,4,2,2,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","4. letnik","17 let",494,247,247,627,337,290,459,222,237,369,174,195,306,160,146,159,63,96,42,21,21,17,12,5,23,13,10,32,14,18,26,14,12,13,9,4
"Srednje tehniško in drugo strokovno","4. letnik","18 let",7110,4061,3049,6922,3977,2945,7171,4002,3169,7131,4041,3090,7008,3956,3052,7163,4030,3133,7216,3988,3228,7503,4138,3365,7354,4072,3282,7749,4213,3536,7488,4154,3334,7710,4284,3426
"Srednje tehniško in drugo strokovno","4. letnik","19 let",1799,1026,773,1582,982,600,1384,830,554,1328,823,505,1525,947,578,1402,847,555,1386,820,566,1394,841,553,1286,775,511,1224,743,481,1354,820,534,1505,933,572
"Srednje tehniško in drugo strokovno","4. letnik","20 let",443,301,142,429,215,214,344,221,123,370,220,150,347,217,130,341,200,141,319,199,120,338,210,128,281,165,116,274,156,118,273,151,122,298,182,116
"Srednje tehniško in drugo strokovno","4. letnik","21 let in veè",256,168,88,238,156,82,192,119,73,205,119,86,190,98,92,151,85,66,148,80,68,148,81,67,158,79,79,118,68,50,107,59,48,116,64,52
"Srednje tehniško in drugo strokovno","5. letnik","Starost - Skupaj",2785,1587,1198,2519,1560,959,2257,1444,813,2040,1284,756,1909,1224,685,1884,1177,707,1702,1098,604,1621,1074,547,1629,1064,565,1669,1152,517,1700,1176,524,1745,1232,513
"Srednje tehniško in drugo strokovno","5. letnik","13 let ali manj",-,-,-,-,-,-,-,-,-,2,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","5. letnik","14 let",-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","5. letnik","15 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","5. letnik","16 let",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","5. letnik","17 let",3,-,3,13,3,10,1,-,1,-,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Srednje tehniško in drugo strokovno","5. letnik","18 let",140,69,71,100,73,27,91,57,34,55,34,21,54,38,16,38,20,18,18,8,10,8,6,2,-,-,-,2,2,-,7,4,3,7,5,2
"Srednje tehniško in drugo strokovno","5. letnik","19 let",1617,991,626,1392,916,476,1311,888,423,1164,808,356,1144,793,351,1149,783,366,1045,744,301,1035,729,306,1100,750,350,1113,824,289,1115,813,302,1211,877,334
"Srednje tehniško in drugo strokovno","5. letnik","20 let",545,312,233,522,327,195,488,300,188,423,254,169,344,221,123,312,209,103,350,205,145,325,211,114,318,202,116,332,211,121,325,226,99,331,236,95
"Srednje tehniško in drugo strokovno","5. letnik","21 let in veè",480,215,265,492,241,251,366,199,167,395,187,208,364,170,194,385,165,220,289,141,148,253,128,125,211,112,99,222,115,107,253,133,120,196,114,82
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","Starost - Skupaj",30910,16373,14537,30715,16225,14490,30542,16026,14516,30366,15970,14396,30483,16033,14450,30433,15911,14522,30818,16083,14735,30714,16030,14684,30798,15983,14815,30597,15836,14761,30435,15729,14706,30873,16019,14854
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","13 let ali manj",3,1,2,2,-,2,1,-,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","14 let",406,186,220,305,155,150,151,59,92,30,13,17,15,9,6,21,13,8,23,5,18,24,12,12,12,8,4,25,6,19,19,4,15,16,4,12
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","15 let",7352,3880,3472,7239,3913,3326,7505,4077,3428,7004,3683,3321,7305,3918,3387,7068,3792,3276,7520,3946,3574,7022,3699,3323,7183,3756,3427,6900,3607,3293,7161,3695,3466,7298,3854,3444
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","16 let",7571,4025,3546,7497,3954,3543,7246,3764,3482,7563,3959,3604,7385,3854,3531,7540,3969,3571,7299,3847,3452,7741,4000,3741,7506,3935,3571,7515,3901,3614,7305,3772,3533,7658,3925,3733
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","17 let",7269,3848,3421,7554,3941,3613,7330,3852,3478,7300,3835,3465,7387,3853,3534,7319,3750,3569,7447,3895,3552,7185,3761,3424,7699,3949,3750,7446,3879,3567,7384,3822,3562,7249,3720,3529
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","18 let",6649,3537,3112,6575,3449,3126,6970,3566,3404,7020,3684,3336,6748,3510,3238,7009,3609,3400,7065,3628,3437,7227,3747,3480,7027,3609,3418,7471,3790,3681,7201,3724,3477,7234,3725,3509
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","19 let",1309,693,616,1152,635,517,1061,551,510,1070,593,477,1283,703,580,1140,614,526,1121,596,525,1150,630,520,1063,584,479,983,529,454,1127,603,524,1178,663,515
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","20 let",249,148,101,291,124,167,197,109,88,248,128,120,240,133,107,203,108,95,218,114,104,237,122,115,193,96,97,198,98,100,176,81,95,173,93,80
"…srednje tehniško in dr. strokovno (4-letni program)","Vsi letniki - SKUPAJ","21 let in veè",102,55,47,100,54,46,81,48,33,128,72,56,120,53,67,133,56,77,125,52,73,128,59,69,115,46,69,59,26,33,62,28,34,67,35,32
"…srednje tehniško in dr. strokovno (4-letni program)","1. letnik","Starost - Skupaj",8405,4507,3898,8249,4442,3807,8250,4348,3902,8059,4276,3783,8332,4478,3854,8091,4329,3762,8476,4457,4019,8049,4271,3778,8308,4370,3938,8003,4185,3818,8283,4326,3957,8313,4413,3900
